43	software	0.2384937238493724
43	program	0.16527196652719664
43	security software	0.15481171548117154
43	essential technology	0.1108786610878661
43	security application	0.08577405857740586
43	application	0.06694560669456066
43	security solution	0.056485355648535567
43	technical security measure	0.04184100418410042
43	security tool	0.0397489539748954
43	traditional security technology	0.0397489539748954
237	city	0.1810344827586207
237	community	0.13793103448275862
237	event	0.11206896551724138
237	smaller scale domestic false flag	0.09913793103448276
237	system	0.08620689655172414
237	town	0.08189655172413793
237	disney princess	0.07758620689655173
237	zero day attack	0.07758620689655173
237	project	0.07327586206896551
237	beautiful princess	0.07327586206896551
5	term	0.2
5	threat	0.14545454545454545
5	malicious service	0.10909090909090909
5	internet scale attack	0.10909090909090909
5	hacking concept	0.09090909090909091
5	issue	0.07272727272727272
5	cybercrime issue	0.07272727272727272
5	coordinated attack	0.07272727272727272
5	illegal technology	0.07272727272727272
5	word	0.05454545454545454
188	functional group	0.16806722689075632
188	group	0.13445378151260504
188	phase	0.11764705882352941
188	molecular specie	0.09243697478991597
188	unsaturated group	0.09243697478991597
188	military teargas	0.09243697478991597
188	method	0.08403361344537816
188	anion	0.08403361344537816
188	specie	0.07563025210084033
188	ion	0.058823529411764705
241	market	0.2169060659295236
241	economy	0.18616306706623953
241	nation	0.1529399607316317
241	asian country	0.12896558850883538
241	developing country	0.06458613206572285
241	emerging economy	0.06453446316007026
241	emerging market	0.06381109848093418
241	place	0.04908546036994937
241	state	0.03668492301333058
241	large country	0.03632324067376253
109	skill	0.278922542204568
109	topic	0.14610228401191658
109	area	0.13542701092353526
109	issue	0.12028301886792453
109	factor	0.07087884806355511
109	soft skill	0.06976166832174777
109	industry	0.056976166832174775
109	service	0.041335650446871895
109	sector	0.041211519364448855
109	transferable skill	0.0391012909632572
146	botnet	0.6391752577319587
146	botnets	0.09278350515463918
146	virus	0.05154639175257732
146	largest known botnet	0.05154639175257732
146	name	0.030927835051546393
146	malware	0.030927835051546393
146	network worm	0.030927835051546393
146	headline generating malware	0.030927835051546393
146	case	0.020618556701030927
146	worm	0.020618556701030927
69	service	0.17543859649122806
69	word	0.15789473684210525
69	bundle	0.15789473684210525
69	concept	0.10526315789473684
69	component	0.09649122807017543
69	mature open source project	0.08771929824561403
69	disruptive trend	0.06140350877192982
69	character	0.05263157894736842
69	generic name	0.05263157894736842
69	impressive resource	0.05263157894736842
202	pe format	0.22413793103448276
202	file type	0.1810344827586207
202	extension	0.09482758620689655
202	file	0.08620689655172414
202	executable file	0.07758620689655173
202	output format	0.07758620689655173
202	executable attachment	0.07758620689655173
202	format	0.0603448275862069
202	file format	0.0603448275862069
202	non identifiable file type	0.0603448275862069
8	industry	0.35007974481658694
8	item	0.2509968102073365
8	product	0.09310207336523126
8	sector	0.08373205741626795
8	field	0.05921052631578947
8	area	0.0430622009569378
8	application	0.038875598086124404
8	category	0.030303030303030304
8	valuable	0.025917065390749602
8	goods	0.024720893141945772
186	task	0.28
186	mean of active defense	0.14
186	outcome	0.1
186	factor	0.09
186	technique	0.08
186	conduct	0.08
186	concept	0.06
186	school	0.06
186	survival cooldown	0.06
186	behavior	0.05
26	topic	0.42475728155339804
26	issue	0.13470873786407767
26	concept	0.10194174757281553
26	theory	0.09344660194174757
26	scientific theory	0.05825242718446602
26	subject	0.044902912621359224
26	process	0.0412621359223301
26	idea	0.03762135922330097
26	area	0.032766990291262135
26	aspect	0.03033980582524272
45	factor	0.1890576323987539
45	topic	0.1641355140186916
45	institution	0.13064641744548286
45	group	0.09618380062305296
45	social institution	0.09306853582554517
45	issue	0.09092679127725857
45	theme	0.07340342679127726
45	person	0.07301401869158879
45	area	0.05471183800623053
45	word	0.03485202492211838
115	company	0.3627419130273356
115	search engine	0.25200723998700514
115	engine	0.18754350953729057
115	third party	0.05044785817051098
115	site	0.03183737875342275
115	internet search engine	0.02612892746089943
115	website	0.02441175105583144
115	tech giant	0.021952011881004315
115	organization	0.021534320323014805
115	tech company	0.02139508980368497
110	enterprise environment	0.1574074074074074
110	vendor	0.14814814814814814
110	service provider	0.12037037037037036
110	third party	0.1111111111111111
110	third party access charge	0.10185185185185185
110	secondary publisher	0.08333333333333333
110	information	0.07407407407407407
110	alternate external dns server	0.07407407407407407
110	network observer	0.07407407407407407
110	system	0.05555555555555555
28	complication	0.45708858573648764
28	factor	0.1402175790018995
28	condition	0.10067345881540321
28	problem	0.06682783629770334
28	cause	0.05379036435848731
28	postoperative complication	0.043084096011051634
28	serious complication	0.04127093766188914
28	environmental factor	0.03574512174063201
28	risk	0.03134173717838024
28	side effect	0.029960283198065964
16	service	0.2134048257372654
16	resource	0.1544235924932976
16	sector	0.11206434316353887
16	material	0.11045576407506702
16	factor	0.10509383378016086
16	activity	0.06648793565683646
16	issue	0.06595174262734585
16	area	0.05951742627345844
16	concept	0.05951742627345844
16	industry	0.05308310991957105
54	technology	0.32327272727272727
54	network	0.15393939393939393
54	medium	0.12303030303030303
54	resource	0.08012121212121212
54	service	0.07357575757575757
54	computer network	0.06121212121212121
54	source	0.050787878787878785
54	communication network	0.04606060606060606
54	electronic medium	0.045454545454545456
54	tool	0.042545454545454546
166	record	0.2682926829268293
166	alkali metal halide	0.12195121951219512
166	dns record	0.0975609756097561
166	single amine derivative	0.0975609756097561
166	game	0.07317073170731707
166	controller	0.07317073170731707
166	cisco endpoint	0.07317073170731707
166	dirt bike	0.07317073170731707
166	dns record type	0.07317073170731707
166	program	0.04878048780487805
19	activity	0.13333333333333333
19	requirement	0.13333333333333333
19	selecting item	0.13333333333333333
19	event	0.08888888888888889
19	scale	0.08888888888888889
19	information	0.08888888888888889
19	tournament	0.08888888888888889
19	detailed college datum	0.08888888888888889
19	timely public health measure	0.08888888888888889
19	factor	0.06666666666666667
14	threat	0.3522388059701492
14	issue	0.13432835820895522
14	reason	0.08656716417910448
14	computer virus	0.07761194029850746
14	malicious software	0.06865671641791045
14	cyber threat	0.06567164179104477
14	virus	0.05970149253731343
14	malicious program	0.056716417910447764
14	online threat	0.05373134328358209
14	problem	0.04477611940298507
151	method	0.23737373737373738
151	technique	0.18686868686868688
151	tool	0.15656565656565657
151	application	0.10606060606060606
151	topic	0.07575757575757576
151	scenario	0.05555555555555555
151	approach	0.050505050505050504
151	consideration	0.045454545454545456
151	employing new methodology	0.045454545454545456
151	program activity	0.04040404040404041
215	genre	0.3110720562390158
215	style	0.19068541300527242
215	music	0.1195079086115993
215	type of music	0.0913884007029877
215	musical style	0.058875219683655534
215	music genre	0.05360281195079086
215	beverage	0.04657293497363796
215	item	0.043936731107205626
215	kind of music	0.043936731107205626
215	drink	0.040421792618629174
60	document	0.41899881750098544
60	information	0.09735908553409539
60	material	0.09184075679936933
60	administrative duty	0.08356326369728025
60	documentation	0.07962160031533307
60	source	0.061884115096570755
60	item	0.04414662987780844
60	task	0.04178163184864012
60	publication	0.04099329917225069
60	evidence	0.03981080015766653
99	activity	0.2733574442435202
99	area	0.16998191681735986
99	service	0.10729355033152502
99	skill	0.09915611814345991
99	financial aspect of product development	0.07564798071127185
99	topic	0.06811332127787824
99	factor	0.05877034358047016
99	issue	0.056962025316455694
99	cost	0.046413502109704644
99	department	0.04430379746835443
56	industry	0.20054517133956387
56	item	0.169392523364486
56	product	0.14291277258566978
56	intangible asset	0.08294392523364486
